"YearOfChange","ChangeDescription","APCFamily","FamilyCode","OldCode","Code","SplCode","TreeCode","ScientificName","Lifeform","Authority","EnglishName_Old","EnglishName","common_name_pb","Notes_on_names","ShortenedGuideName","Native","Codetype","Province","ID","TaxonLevel","IsAttribute","Report","SplCode_calc","Codelength","CombinedEnglishName"
"2014","Added",,"Teloschi","SEIRCON","SEIRCON","SEIRCON",,"Seirophora contortuplicata",11,,"confused firebush","confused firebush lichen","crannied orangebush lichen",,,"N","U","BC",1135724,"spp",0,1,"SEIRCON",10,
"2019pb","syn",,"NOTUSED","TELOCON","SEIRCON","SEIRCON",,"Teloschistes contortuplicatus",11,"(Ach.) Vèzda","crannied orangebush","crannied orangebush lichen",,,,"N","S","BC",23724,"spp",0,0,"TELOCON",12,
"2022","Added for missing upper taxa",,,"SEIROPHO","SEIROPHO","SEIROPHO",,"Seirophora spp.",,,,,,,,,"U",,,"gen",0,,"SEIROPHO",,
,,"SELAGIE","SELAGIE","SELADEN","SELADEN","SELADEN",,"Selaginella densa",5,"Rydb.","compact selaginella","compact selaginella",,,"Selaginella","N","U","BC",14972,"spp",0,1,"SELADEN",11,
,,,"SELAGIE","SELADEN1","SELADEN","SELADEN",,"Selaginella densa var. densa",5,,,,,,,,"S","BC",14973,"var",0,0,"SELADEN",11,
"2022","New coding for upper taxa",,"SELAGINE","SELAGIN_","SELAGIN_","SELAGIN_",,"Selaginellaceae",0,"Willkomm","selaginella family","spikemoss family","spikemoss family","Vascan uses spikemoss for selaginella but I think this is confusing because of bryophytes",,"N","U","BC",14980,"fam",0,1,"SELAGIN_",15,
"2022","Replaced by new upper taxa codes",,"SELAGINE","SELAGINE","SELAGIN_","SELAGIN_",,"Selaginellaceae",0,"Willkomm","selaginella family","spikemoss family","spikemoss family","Vascan uses spikemoss for selaginella but I think this is confusing because of bryophytes",,"N","S","BC",14980,"fam",0,1,"SELAGIN_",15,
"2022","Replaced by new upper taxa codes","SELAGIE","SELAGIE","SELAGIN","SELAGINE","SELAGINE",,"Selaginella spp.",5,,,"selaginellas",,,,"N","S","BC",14978,"gen",0,1,"SELAGINE",11,
"2022","New coding for upper taxa","SELAGIE","SELAGIE","SELAGINE","SELAGINE","SELAGINE",,"Selaginella spp.",5,,,"selaginellas",,,,"N","U","BC",14978,"gen",0,1,"SELAGINE",11,
,,"SELAGIE","SELAGIE","SELAORE","SELAORE","SELAORE",,"Selaginella oregana",5,"D.C. Eaton","Oregon selaginella","Oregon selaginella","Oregon spikemoss","Common name in Vascan is spikemoss but this is misleading.",,"N","U","BC",14975,"spp",0,1,"SELAORE",11,
,,"SELAGIE","SELAGIE","SELARUP","SELARUP","SELARUP",,"Selaginella rupestris",5,"(L.) Spreng","rock selaginella","rock selaginella",,,,"N","U","BC",24703,"spp",0,1,"SELARUP",11,
,,,"SELAGIE","SELADEN2","SELASCO","SELASCO",,"Selaginella densa var. scopulorum",5,"(Maxon) R.M. Tryon",,,,,,,"S","BC",14974,"var",0,0,"SELADEN",11,
,,"SELAGIE","SELAGIE","SELASCO","SELASCO","SELASCO",,"Selaginella scopulorum",5,"Maxon","cliff selaginella","cliff selaginella",,,,"N","U","BC",24629,"spp",0,1,"SELASCO",11,
,,"SELAGIE","SELAGIE","SELASEL","SELASEL","SELASEL",,"Selaginella selaginoides",5,"(L.) Beauv. ex Martius & Schrank","mountain-moss","mountain selaginella",,,,"N","U","BC",14976,"spp",0,1,"SELASEL",11,
,,"SELAGIE","SELAGIE","SELASIB","SELASIB","SELASIB",,"Selaginella sibirica",5,"(Milde) Hieron.","northern selaginella","northern selaginella",,,,"N","U","BC",14977,"spp",0,1,"SELASIB",11,
,,"SELAGIE","SELAGIE","SELASTA","SELASTA","SELASTA",,"Selaginella standleyi",5,"Maxon","Standley's selaginella","Standley's selaginella",,,,"N","U","BC",24630,"spp",0,1,"SELASTA",11,
,,"SELAGIE","SELAGIE","SELAWAL","SELAWAL","SELAWAL",,"Selaginella wallacei",5,"Hieron.","Wallace's selaginella","Wallace's selaginella",,,,"N","U","BC",14979,"spp",0,1,"SELAWAL",11,
,,,"SELIGEI","SELIACU","SELIACU","SELIACU",,"Seligeria acutifolia",9,"Lindb. in Hartm.","sharp rock-bristle","sharp rock-bristle",,,,"N","U","BC",21016,"spp",0,1,"SELIACU",9,
,,,"SELIGEI","SELICAM","SELICAM","SELICAM",,"Seligeria campylopoda",9,"Kindb. in Mac. & Kindb.","bentfoot rock-bristle","bentfoot rock-bristle",,,,"N","U","BC",21017,"spp",0,1,"SELICAM",9,
,,,"SELIGEI","SELICAR","SELICAR","SELICAR",,"Seligeria careyana",9,"Vitt & Schof.",,,,,,"N","U","BC",21018,"spp",0,1,"SELICAR",9,
,,,"SELIGEI","SELIDON","SELIDON","SELIDON",,"Seligeria donniana",9,"(Sm.) C. Mull.","Donn's rock-bristle","Donn's rock-bristle",,,,"N","U","BC",21019,"spp",0,1,"SELIDON",9,
"2022","New coding for upper taxa",,"SELIGERI","SELIGER_","SELIGER_","SELIGER_",,"Seligeriaceae",9,,,,,,,"N","U","BC",21023,"fam",0,1,"SELIGER_",13,
"2022","Replaced by new upper taxa codes",,"SELIGERI","SELIGERI","SELIGER_","SELIGER_",,"Seligeriaceae",9,,,,,,,"N","S","BC",21023,"fam",0,1,"SELIGER_",13,
"2022","Replaced by new upper taxa codes",,"SELIGEI","SELIGER","SELIGERI","SELIGERI",,"Seligeria spp.",9,,"rock-bristle","rock-bristle mosses",,,,"N","S","BC",21021,"gen",0,1,"SELIGERI",9,
"2022","New coding for upper taxa",,"SELIGEI","SELIGERI","SELIGERI","SELIGERI",,"Seligeria spp.",9,,"rock-bristle","rock-bristle mosses",,,,"N","U","BC",21021,"gen",0,1,"SELIGERI",9,
,,,"SELIGEI","SELIREC","SELIREC","SELIREC",,"Seligeria recurvata",9,"(Hedw.) Bruch & Schimp. in B.S.G.","recurved rock-bristle","recurved rock-bristle",,,,"N","U","BC",21020,"spp",0,1,"SELIREC",9,
,,,"SELIGEI","SELISUB","SELISUB","SELISUB",,"Seligeria subimmersa",9,"Lindb.",,,,,,"N","U","BC",24357,"spp",0,1,"SELISUB",9,
,,,"SELIGEI","SELITRI","SELITRI","SELITRI",,"Seligeria tristichoides",9,"Kindb.",,,,,,"N","U","BC",21022,"spp",0,1,"SELITRI",9,
"2022","New coding for upper taxa",,"SEMATOH","SEMATOP_","SEMATOP_","SEMATOP_",,"Sematophyllaceae",9,,,,,,,,"U","BC",21024,"fam",0,1,"SEMATOP_",16,
"2022","Replaced by new upper taxa codes",,"SEMATOH","SEMATOPH","SEMATOP_","SEMATOP_",,"Sematophyllaceae",9,,,,,,,,"S","BC",21024,"fam",0,1,"SEMATOP_",16,
"2022","Replaced by new upper taxa codes",,"SEMATOH","SEMATOP","SEMATOPH","SEMATOPH",,"Sematophyllum spp.",9,,,,,,,,"S","BC",21026,"gen",0,1,"SEMATOPH",13,
"2022","New coding for upper taxa",,"SEMATOH","SEMATOPH","SEMATOPH","SEMATOPH",,"Sematophyllum spp.",9,,,,,,,,"U","BC",21026,"gen",0,1,"SEMATOPH",13,
,,"ASTERAC","ASTERAC","SENECIO","SENECIO","SENECIO",,"Senecio spp.",7,"L.",,"groundsels and ragworts","ragwort","Groundsel, ragwort, butterweed. I used ragwort for all. Agree with Vascan. Did we discuss changing some?",,"N","U","BC",19255,"gen",0,1,"SENECIO",7,
,,"ASTERAC","ASTERAC","SENEELM","SENEELM","SENEELM",,"Senecio elmeri",7,"Piper","Elmer's butterweed","Elmer's ragwort","Elmer's ragwort","NS, ITIS agrees",,"N","U","BC",19222,"spp",0,1,"SENEELM",7,
,,"ASTERAC","ASTERAC","SENEERE","SENEERE","SENEERE",,"Senecio eremophilus",7,"Rich.","dryland ragwort","dryland ragwort","dryland ragwort","ITIS has desert. Vascan agrees",,"N","U","BC",19223,"spp",0,1,"SENEERE",7,
"2009","native","ASTERAC","ASTERAC","SENEERE1","SENEERE1","SENEERE",,"Senecio eremophilus var. eremophilus",7,,"dryland ragwort","dryland ragwort","dryland ragwort","ITIS has desert. Vascan agrees",,"N","U","BC",19225,"var",0,1,"SENEERE",7,
"2009","now synonym","ASTERAC","ASTERAC","SENEERE2","SENEERE1","SENEERE",,"Senecio eremophilus ssp. eremophilus",7,,,,,,,,"S","BC",19224,"ssp",0,0,"SENEERE",7,
,,"ASTERAC","ASTERAC","SENEFRE","SENEFRE","SENEFRE",,"Senecio fremontii",7,"T. & G.","dwarf mountain butterweed","Fremont's ragwort","dwarf mountain ragwort","ITIS has both.Vascan agrees.",,"N","U","BC",19228,"spp",0,1,"SENEFRE",7,
"2009","native","ASTERAC","ASTERAC","SENEFRE1","SENEFRE1","SENEFRE",,"Senecio fremontii var. fremontii",7,,"dwarf mountain butterweed","dwarf mountain ragwort","dwarf mountain ragwort","Agrees with NS, Vascan",,"N","U","BC",19230,"var",0,1,"SENEFRE",7,
"2009","now synonym","ASTERAC","ASTERAC","SENEFRE2","SENEFRE1","SENEFRE",,"Senecio fremontii ssp. fremontii",7,,,,,,,,"S","BC",19229,"ssp",0,0,"SENEFRE",7,
,,"ASTERAC","ASTERAC","SENETUN","SENEFUS","SENEFUS",,"Senecio tundricola",7,"auct. non Tolm.",,,,,,,"S","BC",19260,"spp",0,0,"SENETUN",7,
,,"ASTERAC","ASTERAC","SENEHYD","SENEHYD","SENEHYD",,"Senecio hydrophilus",7,"Nutt.","alkali-marsh butterweed","water ragwort","water ragwort","great swamp in NS. Vascan agrees",,"N","U","BC",19233,"spp",0,1,"SENEHYD",7,
,,"ASTERAC","ASTERAC","SENEFOE","SENEHYR","SENEHYR",,"Senecio foetidus",7,"T.J. Howell",,,,,,,"S","BC",19226,"spp",0,0,"SENEFOE",7,
,,"ASTERAC","ASTERAC","SENEFOE1","SENEHYR","SENEHYR",,"Senecio foetidus var. hydrophiloides",7,"(Rydb.) T.M. Barkl. ex Cronq.",,,,,,,"S","BC",19227,"var",0,0,"SENEFOE",7,
,,"ASTERAC","ASTERAC","SENEFOE2","SENEHYR","SENEHYR",,"Senecio foetidus var. foetidus",7,,,,,,,,"S","BC",24042,"var",0,0,"SENEFOE",7,
,,"ASTERAC","ASTERAC","SENEHYR","SENEHYR","SENEHYR",,"Senecio hydrophiloides",7,"Rydb.","sweet-marsh butterweed","sweet marsh ragwort","sweet marsh ragwort","Agrees with NS, Vascan",,"N","U","BC",19232,"spp",0,1,"SENEHYD",7,
,,"ASTERAC","ASTERAC","SENEINT","SENEINT","SENEINT",,"Senecio integerrimus",7,"Nutt.","western groundsel","western groundsel","western ragwort","Vascan agrees. entire-leaved in NS, ITIS has lamb-tongue",,"N","U","BC",19235,"spp",0,1,"SENEINT",7,
,,"ASTERAC","ASTERAC","SENEINT1","SENEINT1","SENEINT",,"Senecio integerrimus var. exaltatus",7,"(Nutt.) Cronq.","western groundsel","tall western groundsel","tall western ragwort","NS/Vascan agrees. ITIS has Columbia",,"N","U","BC",19236,"var",0,1,"SENEINT",7,
,,"ASTERAC","ASTERAC","SENEINT3","SENEINT3","SENEINT",,"Senecio integerrimus var. ochroleucus",7,"(A. Gray) Cronq.","western groundsel","white western groundsel","white western ragwort","NS and Vascan has white western. Pale-yellow in ITIS.",,"N","U","BC",19237,"var",0,1,"SENEINT",7,
,,"ASTERAC","ASTERAC","SENELUG","SENELUG","SENELUG",,"Senecio lugens",7,"Rich.","black-tipped groundsel","black-tipped groundsel","small black-tip ragwort","black-tip in NS. ITIS/Vascan agrees.",,"N","U","BC",19241,"spp",0,1,"SENELUG",7,
,,"ASTERAC","ASTERAC","SENEMEG","SENEMEG","SENEMEG",,"Senecio megacephalus",7,"Nutt.","large-headed groundsel","large-headed groundsel","large-headed ragwort","NS has Nuttall's. rocky in ITIS. Vascan agrees",,"N","U","BC",19243,"spp",0,1,"SENEMEG",7,
,,"ASTERAC","ASTERAC","SENEPSU","SENEPSU","SENEPSU",,"Senecio pseudoarnica",7,"Less.","beach groundsel","seaside ragwort","seaside ragwort","seabeach in NS. IT IS/Vascan has seaside.",,"N","U","BC",19253,"spp",0,1,"SENEPSE",7,
,,"ASTERAC","ASTERAC","SENESHE","SENESHE","SENESHE",,"Senecio sheldonensis",7,"Pors.","Mount Sheldon butterweed","Mount Sheldon ragwort","Mountain Sheldon ragwort","All agree",,"N","U","BC",19254,"spp",0,1,"SENESHE",7,
,,"ASTERAC","ASTERAC","SENESYL","SENESYL","SENESYL",,"Senecio sylvaticus",7,"L.","wood groundsel","woodland groundsel","woodland ragwort","All agree",,"E","U","BC",19258,"spp",0,1,"SENESYL",7,
,,"ASTERAC","ASTERAC","SENETRI","SENETRI","SENETRI",,"Senecio triangularis",7,"Hook.","arrow-leaved groundsel","arrow-leaved groundsel","arrow-leaved ragwort","All gree",,"N","U","BC",19259,"spp",0,1,"SENETRI",7,
,,"ASTERAC","ASTERAC","SENEVIS","SENEVIS","SENEVIS",,"Senecio viscosus",7,"L.","sticky ragwort","sticky ragwort","sticky ragwort","All agree",,"E","U","BC",19261,"spp",0,1,"SENEVIS",7,
,,"ASTERAC","ASTERAC","SENEVUL","SENEVUL","SENEVUL",,"Senecio vulgaris",7,"L.","common groundsel","common groundsel","common ragwort","old-man-in-the spring in NS. ITIS has common and other",,"E","U","BC",19262,"spp",0,1,"SENEVUL",7,
,,"CUPRESS","CUPRESS","SEQUGIG","SEQUGIG","SEQUGIG","Ob","Sequoiadendron giganteum",1,"(Lindl.) Buchh.","giant sequoia","giant sequoia",,"not in BC, Vascan. Agrees with FNA & Natureserve",,"P","X","BC",13741,"spp",0,0,"SEQUGIG",14,
,,"CUPRESS","CUPRESS","SEQUSEM","SEQUSEM","SEQUSEM","Oc","Sequoia sempervirens",1,"(Lamb. ex D. Don) Endl","coast redwood","coast redwood",,"redwood in Natureserve, not in Vascan or BCCDC. Auth: (D. Don) Endlicher in FNA.","redwood","P","X","BC",13740,"spp",0,0,"SEQUSEM",7,
"2022","Replaced by new upper taxa codes","ASTERAC","ASTERAC","SERICOC","SERICOCA","SERICOCA",,"Sericocarpus spp.",7,"Nees",,"whitetop asters","whitetop aster","white-topped aster in FNA.",,"N","S","BC",1136038,"gen",0,1,"SERICOCA",12,
"2022","New coding for upper taxa","ASTERAC","ASTERAC","SERICOCA","SERICOCA","SERICOCA",,"Sericocarpus spp.",7,"Nees",,"whitetop asters","whitetop aster","white-topped aster in FNA.",,"N","U","BC",1136038,"gen",0,1,"SERICOCA",12,
"2008","now synonym","ASTERAC","ASTERAC","ASTECUR","SERIRIG","SERIRIG",,"Aster curtus",7,"Cronq.",,,,,,,"S","BC",16659,"spp",0,0,"ASTECUR",5,
"2008","new native","ASTERAC","ASTERAC","SERIRIG","SERIRIG","SERIRIG",,"Sericocarpus rigidus",7,"Lindl.","white-top aster","whitetop aster","Columbia whitetop aster","Vascan has Columbia whitetop aster",,"N","U","BC",19264,"spp",0,1,"SERIRIG",12,
,,"POACEAE","POACEAE","SETAFAB","SETAFAB","SETAFAB",,"Setaria faberi",6,"R.A.W. Herrm.","Chinese foxtail","Chinese foxtail","giant foxtail","vascan has giant.",,"E","U","BC",24801,"spp",0,1,"SETAFAB",7,
,,,"POACEAE","SETALUT","SETAGLA","SETAGLA",,"Setaria lutescens",6,"(Weigel) Hubb.",,,,,,,"S","BC",16150,"spp",0,0,"SETALUT",7,
,,"POACEAE","POACEAE","SETAITA","SETAITA","SETAITA",,"Setaria italica",6,"(L.) Beauv.","foxtail millet","millet foxtail",,,,"E","U","BC",16149,"spp",0,1,"SETAITA",7,
,,"POACEAE","POACEAE","SETAPUM","SETAPUM","SETAPUM",,"Setaria pumila",6,"(Poir.) Roemer & Schultes","yellow foxtail","yellow foxtail",,,,"E","U","BC",24803,"spp",0,1,"SETAPUM",7,
"2006","now synonym",,"POACEAE","SETAGLA","SETAPUM1","SETAPUM",,"Setaria glauca",6,"(L.) Beauv.",,,,,,,"S","BC",16148,"spp",0,0,"SETAGLA",7,
,,"POACEAE","POACEAE","SETAPUM1","SETAPUM1","SETAPUM",,"Setaria pumila ssp. pumila",6,,"yellow foxtail","yellow foxtail",,,,"E","U","BC",24802,"ssp",0,1,"SETAPUM",7,
,,"POACEAE","POACEAE","SETARIA","SETARIA","SETARIA",,"Setaria spp.",6,,,"foxtails",,,,"E","U","BC",16151,"gen",0,1,"SETARIA",7,
,,"POACEAE","POACEAE","SETAVER","SETAVER","SETAVER",,"Setaria verticillata",6,"(L.) Beauv.","bur bristlegrass","bur bristlegrass",,,,"E","U","BC",16152,"spp",0,1,"SETAVER",7,
,,,"POACEAE","SETAVER1","SETAVER","SETAVER",,"Setaria verticillata var. ambigua",6,,,,,,,,"S","BC",16154,"var",0,0,"SETAVER",7,
,,,"POACEAE","SETAVER3","SETAVER","SETAVER",,"Setaria verticillata f. ambigua",6,"(Guss.) Boivin",,,,,,,"S","BC",16153,"spp",0,0,"SETAVER",7,
,,"POACEAE","POACEAE","SETAVIR","SETAVIR","SETAVIR",,"Setaria viridis",6,"(L.) Beauv.","green bristlegrass","green bristlegrass",,,,"E","U","BC",16155,"spp",0,1,"SETAVIR",7,
"2017","addition, established exotic","POACEAE","POACEAE","SETAVIR1","SETAVIR1","SETAVIR",,"Setaria viridis var. major",6,"(Gaudin) Gray","green bristlegrass","large green bristlegrass",,"No var. major in Vascan",,"E","U","BC",1136633,"var",0,1,"SETAVIR",7,
"2018","New variety","POACEAE","POACEAE","SETAVIR2","SETAVIR2","SETAVIR",,"Setaria viridis var. viridis",6,"Gray","green bristlegrass","green bristlegrass",,,,"E","U","BC",1136706,"var",0,1,"SETAVIR",7,
,,"ELAEAGA","ELAEAGA","SHEPARG","SHEPARG","SHEPARG",,"Shepherdia argentea",4,"(Pursh) Nutt.","thorny buffalo-berry","silver buffaloberry",,"NS, FNA has silver buffaloberry. Vascan has silver buffaloberry.",,"E","U","BC",14647,"spp",0,1,"SHEPARG",10,
,,"ELAEAGA","ELAEAGA","SHEPCAN","SHEPCAN","SHEPCAN",,"Shepherdia canadensis",4,"(L.) Nutt.","soopolallie","soopolallie",,"Vascan has soapberry. NS has Canada buffaloberry.FNA has russet.",,"N","U","BC",14648,"spp",0,1,"SHEPCAN",10,
"2022","Replaced by new upper taxa codes","ELAEAGA","ELAEAGA","SHEPHER","SHEPHERD","SHEPHERD",,"Shepherdia spp.",4,"Nutt.",,"buffaloberries or soopolallies",,"buffaloberry in Vascan.",,"N","S","BC",14649,"gen",0,1,"SHEPHERD",10,
"2022","New coding for upper taxa","ELAEAGA","ELAEAGA","SHEPHERD","SHEPHERD","SHEPHERD",,"Shepherdia spp.",4,"Nutt.",,"buffaloberries or soopolallies",,"buffaloberry in Vascan.",,"N","U","BC",14649,"gen",0,1,"SHEPHERD",10,
"2022","Replaced by new upper taxa codes","RUBIACE","RUBIACE","SHERARD","SHERARDI","SHERARDI",,"Sherardia spp.",7,,,"madders",,,,"E","S","BC",19266,"gen",0,1,"SHERARDI",9,
"2022","New coding for upper taxa","RUBIACE","RUBIACE","SHERARDI","SHERARDI","SHERARDI",,"Sherardia spp.",7,,,"madders",,,,"E","U","BC",19266,"gen",0,1,"SHERARDI",9,
,,"RUBIACE","RUBIACE","SHERARV","SHERARV","SHERARV",,"Sherardia arvensis",7,"L.","field madder","blue field madder",,,,"E","U","BC",19265,"spp",0,1,"SHERARV",9,
"2022","Replaced by new upper taxa codes","ROSACEA","ROSACEA","SIBBALD","SIBBALDI","SIBBALDI",,"Sibbaldia spp.",12,,,"sibbaldias",,,,"N","S","BC",23997,"gen",0,1,"SIBBALDI",9,
"2022","New coding for upper taxa","ROSACEA","ROSACEA","SIBBALDI","SIBBALDI","SIBBALDI",,"Sibbaldia spp.",12,,,"sibbaldias",,,,"N","U","BC",23997,"gen",0,1,"SIBBALDI",9,
,,"ROSACEA","ROSACEA","SIBBPRO","SIBBPRO","SIBBPRO",,"Sibbaldia procumbens",12,"L.","sibbaldia","sibbaldia",,,,"N","U","BC",23996,"spp",0,1,"SIBBPRO",9,
,,"MALVACE","MALVACE","SIDAHEN","SIDAHEN","SIDAHEN",,"Sidalcea hendersonii",7,"S. Wats.","Henderson's checker-mallow","Henderson's checker-mallow",,,,"N","U","BC",19267,"spp",0,1,"SIDAHEN",8,
"2022","Replaced by new upper taxa codes","MALVACE","MALVACE","SIDALCE","SIDALCEA","SIDALCEA",,"Sidalcea spp.",7,,,"checker-mallows",,,,"N","S","BC",19270,"gen",0,1,"SIDALCEA",8,
"2022","New coding for upper taxa","MALVACE","MALVACE","SIDALCEA","SIDALCEA","SIDALCEA",,"Sidalcea spp.",7,,,"checker-mallows",,,,"N","U","BC",19270,"gen",0,1,"SIDALCEA",8,
,,"MALVACE","MALVACE","SIDAORE","SIDAORE","SIDAORE",,"Sidalcea oregana",7,"(Nutt. ex T. & G.) A. Gray","Oregon checker-mallow","Oregon checker-mallow",,"agrees with Vascan for common name.",,"N","U","BC",19268,"spp",0,1,"SIDAORE",8,
"2018","now synonym of ssp. Oregana","MALVACE","MALVACE","SIDAORE1","SIDAORE2","SIDAORE",,"Sidalcea oregana var. procera",7,"C.L. Hitchc.","Oregon checker-mallow","Oregon checker-mallow",,,,"N","S","BC",19269,"var",0,0,"SIDAORE",8,
"2018","returned subsp.","MALVACE","MALVACE","SIDAORE2","SIDAORE2","SIDAORE",,"Sidalcea oregana ssp. oregana",7,"(Nutt. ex T. & G.) A. Gray","Oregon checker-mallow","Oregon checker-mallow",,,,"N","U","BC",14296,"ssp",0,1,"SIDAORE",8,
,,"MALVACE","MALVACE","SIDAORE3","SIDAORE2","SIDAORE",,"Sidalcea oregana var. oregana",7,,,,,,,,"S","BC",14309,"var",0,0,"SIDAORE",8,
,,"CARYOPH","CARYOPH","SILEACA","SILEACA","SILEACA",,"Silene acaulis",7,"(L.) Jacq.","moss campion","moss campion",,,,"N","U","BC",19271,"spp",0,1,"SILEACA",6,
"2015","name change",,"CARYOPH","SILEACA1","SILEACA","SILEACA",,"Silene acaulis ssp. acaulis",7,,,,,,,,"S","BC",19272,"ssp",0,0,"SILEACA",6,
"2015,2020pb","syn species level",,"CARYOPH","SILEACA2","SILEACA","SILEACA",,"Silene acaulis ssp. subacaulescens",7,"( F. N. Williams) Hult.",,,,,,,"S","BC",19273,"ssp",0,1,"SILEACA",6,
"2015","name change",,"CARYOPH","SILEACA3","SILEACA","SILEACA",,"Silene acaulis var. acaulis",7,,"moss campion",,,,,,"S","BC",19274,"var",0,0,"SILEACA",6,
"2015","name change",,"CARYOPH","SILEACA4","SILEACA","SILEACA",,"Silene acaulis var. exscapa",7,"(All.) DC.",,,,,,,"S","BC",19275,"var",0,0,"SILEACA",6,
"2015, 2020pb","syn species level",,"CARYOPH","SILEACA5","SILEACA","SILEACA",,"Silene acaulis var. subacaulescens",7,"(F.N. Williams) Fern. & St. John","moss campion","moss campion",,,,"N","S","BC",19276,"var",0,1,"SILEACA",6,
,,"CARYOPH","CARYOPH","SILEANT","SILEANT","SILEANT",,"Silene antirrhina",7,"L.","sleepy catchfly","sleepy catchfly campion",,,,"N","U","BC",19278,"spp",0,1,"SILEANT",6,
"2018","now synonym of SILECOR","CARYOPH","CARYOPH","LYCHCOR","SILECOR","SILECOR",,"Lychnis coronaria",7,"(L.) Desr.","rose campion","rose campion",,,,"E","S","BC",1138391,"spp",0,0,"LYCHCOR",7,
"2018","Genus change (was Lychnis)","CARYOPH","CARYOPH","SILECOR","SILECOR","SILECOR",,"Silene coronaria",7,"(L.) Clairv.","rose campion","rose campion",,,,"E","U","BC",1136684,"spp",0,1,"SILECOR",6,
"2010","Scientific Name updated","CARYOPH","CARYOPH","SILECSE","SILECSE","SILECSE",,"Silene csereii",7,"Baumg.","biennial campion","biennial campion",,,,"E","U","BC",19280,"spp",0,1,"SILECSE",6,
,,"CARYOPH","CARYOPH","SILEDIC","SILEDIC","SILEDIC",,"Silene dichotoma",7,"Ehrh.","forked catchfly","forked catchfly",,,,"E","U","BC",19283,"spp",0,1,"SILEDIC",6,
"2014 Dec","name change","CARYOPH","CARYOPH","SILEDIC1","SILEDIC1","SILEDIC",,"Silene dichotoma ssp. dichotoma",7,,"forked catchfly","forked catchfly",,,,"E","U","BC",1136323,"ssp",0,1,"SILEDIC",6,
,,,"CARYOPH","LYCHDIO","SILEDIO","SILEDIO",,"Lychnis dioica",7,"L.",,,,,,,"S","BC",17957,"spp",0,0,"LYCHDIO",7,
,,,"CARYOPH","MELADIO","SILEDIO","SILEDIO",,"Melandrium dioicum",7,"(L.) Cosson & Germ.",,,,,,,"S","BC",14103,"spp",0,0,"MELADIO",10,
,,"CARYOPH","CARYOPH","SILEDIO","SILEDIO","SILEDIO",,"Silene dioica",7,"(L.) Clairville","red campion","red campion",,,,"E","U","BC",19284,"spp",0,1,"SILEDIO",6,
,,"CARYOPH","CARYOPH","SILEDOU","SILEDOU","SILEDOU",,"Silene douglasii",7,"Hook.","Douglas' campion","Douglas' campion",,,,"N","U","BC",19285,"spp",0,1,"SILEDOU",6,
,,"CARYOPH","CARYOPH","SILEDOU1","SILEDOU1","SILEDOU",,"Silene douglasii var. douglasii",7,,"Douglas' campion","Douglas' campion",,,,"N","U","BC",19286,"var",0,1,"SILEDOU",6,
,,"CARYOPH","CARYOPH","SILEDRU","SILEDRU","SILEDRU",,"Silene drummondii",7,"Hook.","Drummond's campion","Drummond's campion",,,,"N","U","BC",19287,"spp",0,1,"SILEDRU",6,
,,,"CARYOPH","LYCHDRU","SILEDRU1","SILEDRU",,"Lychnis drummondii",7,"(Hook.) S. Wats.",,,,,,,"S","BC",17958,"spp",0,0,"LYCHDRU",7,
,,,"CARYOPH","MELADRU","SILEDRU1","SILEDRU",,"Melandrium drummondii",7,"(Hook.) Hult.",,,,,,,"S","BC",14104,"spp",0,0,"MELADRU",10,
,,"CARYOPH","CARYOPH","SILEDRU1","SILEDRU1","SILEDRU",,"Silene drummondii var. drummondii",7,,"Drummond's campion","Drummond's campion",,,,"N","U","BC",19288,"var",0,1,"SILEDRU",6,
,,"CARYOPH","CARYOPH","SILEGAL","SILEGAL","SILEGAL",,"Silene gallica",7,"L.","small-flowered catchfly","small-flowered catchfly",,,,"E","U","BC",19290,"spp",0,1,"SILEGAL",6,
,,"CARYOPH","CARYOPH","SILEINV","SILEINV","SILEINV",,"Silene involucrata",7,"(Cham. & Schlecht.) Bocquet","arctic campion","arctic campion",,,,"N","U","BC",19292,"spp",0,1,"SILEINV",6,
,,,"CARYOPH","LYCHFUR","SILEINV1","SILEINV",,"Lychnis furcata",7,"(Raf.) Fern.",,,,,,,"S","BC",17959,"spp",0,0,"LYCHFUR",7,
,,,"CARYOPH","SILEFUR","SILEINV1","SILEINV",,"Silene furcata",7,"Raf.",,,,,,,"S","BC",19289,"spp",0,0,"SILEFUR",6,
,,"CARYOPH","CARYOPH","SILEINV1","SILEINV1","SILEINV",,"Silene involucrata ssp. involucrata",7,,"arctic campion","arctic campion",,,,"N","U","BC",19293,"ssp",0,1,"SILEINV",6,
,,"CARYOPH","CARYOPH","SILELAT","SILELAT","SILELAT",,"Silene latifolia",7,"Poir.","white cockle","white campion",,,,"E","U","BC",24199,"spp",0,1,"SILELAT",6,
"2018","now synonym","CARYOPH","CARYOPH","SILELAT1","SILELAT","SILELAT",,"Silene latifolia ssp. alba",7,"(P. Mill.) Greuter & Burdet","white cockle","white cockle",,,,"E","S","BC",24198,"ssp",0,0,"SILELAT",6,
,,,"CARYOPH","LYCHALB","SILELAT1","SILELAT",,"Lychnis alba",7,"P. Mill.",,,,,,,"S","BC",17952,"spp",0,0,"LYCHALB",7,
,,,"CARYOPH","LYCHLOV","SILELAT1","SILELAT",,"Lychnis loveae",7,"Boivin",,,,,,,"S","BC",17960,"spp",0,0,"LYCHLOV",7,
